group_1724	gi|1246019604|ref|NZ_LT907842.1|	Pseudomonas fluorescens strain ATCC 13525 chromosome I	97.325	486	13	0	1	486	2074514	2074999	0.0	826
group_1724	gi|1071015968|ref|NZ_MDFI01000010.1|	Pseudomonas salomonii strain LMG 22120 contig435, whole genome shotgun sequence	95.473	486	22	0	1	486	65909	66394	0.0	776
group_1724	gi|2847469233|ref|NZ_CP162518.1|	Pseudomonas lurida strain BF8PS1 chromosome, complete genome	94.650	486	26	0	1	486	5974072	5974557	0.0	754
group_1724	gi|1236158804|ref|NZ_NMRE01000003.1|	Pseudomonas gelidaquae strain IB20 NODE_3_length_160296_cov_2.63243, whole genome shotgun sequence	94.444	486	27	0	1	486	62869	63354	0.0	749
group_1724	gi|2978019961|ref|NZ_OZ255725.1|	MAG: Pseudomonas edaphica isolate d0d43ed7-4afe-49fe-9a4a-8adf57d0e3f6 chromosome 1, complete sequence	94.444	486	27	0	1	486	3303595	3303110	0.0	749
group_1724	gi|1051488658|ref|NZ_MAUE01000012.1|	Pseudomonas aylmerensis strain S1E40 527, whole genome shotgun sequence	94.781	479	25	0	1	479	355863	356341	0.0	747
group_1724	gi|2221755019|ref|NZ_CP092411.1|	Pseudomonas palleroniana strain Q1 chromosome, complete genome	94.781	479	25	0	1	479	582604	582126	0.0	747
group_1724	gi|1179592297|ref|NZ_LT629704.1|	Pseudomonas antarctica strain LMG 22709 chromosome I	93.827	486	30	0	1	486	863245	862760	0.0	732
group_1724	gi|3201082325|ref|NZ_AP039450.1|	Pseudomonas allii strain To-1 chromosome, complete genome	93.814	485	30	0	1	485	6515730	6516214	0.0	730
group_1724	gi|881011325|ref|NZ_LFMW01000003.1|	Pseudomonas fildesensis strain KG01 sole5_c4, whole genome shotgun sequence	93.946	479	29	0	1	479	200592	200114	0.0	725
kefB	gi|1246019604|ref|NZ_LT907842.1|	Pseudomonas fluorescens strain ATCC 13525 chromosome I	96.202	1764	67	0	1	1764	2074220	2072457	0.0	2887
kefB	gi|1236158804|ref|NZ_NMRE01000003.1|	Pseudomonas gelidaquae strain IB20 NODE_3_length_160296_cov_2.63243, whole genome shotgun sequence	91.950	1764	142	0	1	1764	62576	60813	0.0	2471
